Unnamed: 0,Unnamed: 0.1,Country,HappinessRank,HappinessScore,Whiskerhigh,Whiskerlow,EconomyGDPperCapita,Family,HealthLifeExpectancy,Freedom,Generosity,TrustGovernmentCorruption,DystopiaResidual,country_id,Latitude,Longitude,Predicted Outcome,Family_X,Family_y,Health_X,Health_y,Econ_X,Econ_y,TrustGovt_X,TrustGovt_y,Freedom_X,Freedom_y,Dystopia_X,Dystopia_y
18,18,United Kingdom,19,6.714000225,6.783791761,6.644208689,1.44163394,1.49646008,0.8053359390000001,0.508190036,0.492774159,0.265428066,1.704143524,158,55.378051,-3.435973,Happier Than Average,6.714000225,1.49646008,6.714000225,0.8053359390000001,6.714000225,1.44163394,6.714000225,0.265428066,6.714000225,0.508190036,6.714000225,1.704143524
19,19,Chile,20,6.65199995,6.73925056,6.564749341000001,1.25278461,1.2840249540000002,0.819479704,0.37689527899999997,0.32666242100000004,0.082287982,2.509585857,29,-35.675146999999996,-71.542969,Happier Than Average,6.65199995,1.2840249540000002,6.65199995,0.819479704,6.65199995,1.25278461,6.65199995,0.082287982,6.65199995,0.37689527899999997,6.65199995,2.509585857
20,20,United Arab Emirates,21,6.647999763,6.722047304,6.573952222999999,1.626343369,1.2664102320000001,0.7267982359999999,0.60834527,0.36094194700000004,0.324489564,1.734703541,157,23.424076,53.847818000000004,Happier Than Average,6.647999763,1.2664102320000001,6.647999763,0.7267982359999999,6.647999763,1.626343369,6.647999763,0.324489564,6.647999763,0.60834527,6.647999763,1.734703541
21,21,Brazil,22,6.635000229,6.725469502,6.544530956,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,2.769267082,20,-14.235004,-51.92528,Happier Than Average,6.635000229,1.431306005,6.635000229,0.616552353,6.635000229,1.10735321,6.635000229,0.111092761,6.635000229,0.437453747,6.635000229,2.769267082
22,22,Czech Republic,23,6.609000206,6.683862463,6.534137949,1.352682352,1.4338852169999998,0.7544440029999999,0.49094617399999996,0.088106759,0.036872927,2.451861858,38,49.817492,15.472961999999999,Happier Than Average,6.609000206,1.4338852169999998,6.609000206,0.7544440029999999,6.609000206,1.352682352,6.609000206,0.036872927,6.609000206,0.49094617399999996,6.609000206,2.451861858
23,23,Argentina,24,6.598999977,6.690085086,6.507914867999999,1.1852954629999999,1.440451145,0.6951370840000001,0.494519204,0.109457061,0.059739888,2.614005327,5,-38.416097,-63.616671999999994,Happier Than Average,6.598999977,1.440451145,6.598999977,0.6951370840000001,6.598999977,1.1852954629999999,6.598999977,0.059739888,6.598999977,0.494519204,6.598999977,2.614005327
24,24,Mexico,25,6.578000069,6.671148907999999,6.48485123,1.153183818,1.21086216,0.709978998,0.412730008,0.12099043300000001,0.132774115,2.837154865,94,23.634501,-102.552784,Happier Than Average,6.578000069,1.21086216,6.578000069,0.709978998,6.578000069,1.153183818,6.578000069,0.132774115,6.578000069,0.412730008,6.578000069,2.837154865
25,25,Singapore,26,6.5720000270000005,6.636723068999999,6.507276984,1.69227767,1.3538143630000001,0.949492395,0.549840569,0.34596598100000003,0.464307785,1.2163620000000002,128,1.352083,103.819836,Happier Than Average,6.5720000270000005,1.3538143630000001,6.5720000270000005,0.949492395,6.5720000270000005,1.69227767,6.5720000270000005,0.464307785,6.5720000270000005,0.549840569,6.5720000270000005,1.2163620000000002
26,26,Malta,27,6.52699995,6.598396772999999,6.455603128,1.343279839,1.488411665,0.8219442370000001,0.588767052,0.574730575,0.153066069,1.556862831,91,35.937496,14.375416,Happier Than Average,6.52699995,1.488411665,6.52699995,0.8219442370000001,6.52699995,1.343279839,6.52699995,0.153066069,6.52699995,0.588767052,6.52699995,1.556862831
27,27,Uruguay,28,6.453999996,6.545906218,6.362093775,1.217559695,1.412227869,0.7192168240000001,0.5793922539999999,0.17509692899999998,0.178061873,2.1724095340000003,160,-32.522779,-55.765834999999996,Happier Than Average,6.453999996,1.412227869,6.453999996,0.7192168240000001,6.453999996,1.217559695,6.453999996,0.178061873,6.453999996,0.5793922539999999,6.453999996,2.1724095340000003
28,28,Guatemala,29,6.453999996,6.566873973,6.34112602,0.8720019459999999,1.255585194,0.54023999,0.531310618,0.283488393,0.077223279,2.8938910960000004,54,15.783470999999999,-90.23075899999999,Happier Than Average,6.453999996,1.255585194,6.453999996,0.54023999,6.453999996,0.8720019459999999,6.453999996,0.077223279,6.453999996,0.531310618,6.453999996,2.8938910960000004
29,29,Panama,30,6.452000141,6.5571307160000005,6.3468695660000005,1.233748436,1.373192549,0.706156135,0.550026834,0.210556939,0.070983924,2.307199955,113,8.537981,-80.782127,Happier Than Average,6.452000141,1.373192549,6.452000141,0.706156135,6.452000141,1.233748436,6.452000141,0.070983924,6.452000141,0.550026834,6.452000141,2.307199955
30,30,France,31,6.441999912000001,6.515767802,6.368232022000001,1.430923462,1.3877768519999998,0.844465852,0.470222116,0.129762307,0.172502428,2.0059547419999997,48,46.227638,2.213749,Happier Than Average,6.441999912000001,1.3877768519999998,6.441999912000001,0.844465852,6.441999912000001,1.430923462,6.441999912000001,0.172502428,6.441999912000001,0.470222116,6.441999912000001,2.0059547419999997
31,31,Thailand,32,6.423999786,6.509116856,6.338882717000001,1.127868772,1.425792456,0.647239029,0.580200732,0.57212311,0.031612735,2.039508343,149,15.870032,100.992541,Happier Than Average,6.423999786,1.425792456,6.423999786,0.647239029,6.423999786,1.127868772,6.423999786,0.031612735,6.423999786,0.580200732,6.423999786,2.039508343
32,32,Taiwan Province of China,33,6.421999931,6.4945960220000005,6.349403841,1.4336265330000002,1.3845653530000002,0.7939842340000001,0.361466587,0.258360475,0.063829236,2.1266074180000003,146,22.6158015,120.71200230000001,Happier Than Average,6.421999931,1.3845653530000002,6.421999931,0.7939842340000001,6.421999931,1.4336265330000002,6.421999931,0.063829236,6.421999931,0.361466587,6.421999931,2.1266074180000003
33,33,Spain,34,6.402999877999999,6.471054845,6.334944911,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,1.92775774,137,40.463667,-3.7492199999999998,Happier Than Average,6.402999877999999,1.532090902,6.402999877999999,0.8889606,6.402999877999999,1.384397864,6.402999877999999,0.070914097,6.402999877999999,0.40878123,6.402999877999999,1.92775774
34,34,Qatar,35,6.375,6.568476813999999,6.181523186000001,1.870765686,1.27429688,0.710098088,0.604130983,0.33047387,0.439299256,1.14546442,120,25.354826,51.183884,Happier Than Average,6.375,1.27429688,6.375,0.710098088,6.375,1.870765686,6.375,0.439299256,6.375,0.604130983,6.375,1.14546442
35,35,Colombia,36,6.3569998739999996,6.452020054,6.261979694,1.070622325,1.4021829369999999,0.5950279239999999,0.477487415,0.149014473,0.046668742,2.616068125,31,4.570868,-74.297333,Happier Than Average,6.3569998739999996,1.4021829369999999,6.3569998739999996,0.5950279239999999,6.3569998739999996,1.070622325,6.3569998739999996,0.046668742,6.3569998739999996,0.477487415,6.3569998739999996,2.616068125
36,36,Saudi Arabia,37,6.343999863,6.444166612,6.243833112999999,1.530623555,1.2866775990000001,0.59014833,0.449750572,0.14761601400000002,0.273432255,2.065429688,124,23.885942,45.079162,Happier Than Average,6.343999863,1.2866775990000001,6.343999863,0.59014833,6.343999863,1.530623555,6.343999863,0.273432255,6.343999863,0.449750572,6.343999863,2.065429688
37,37,Trinidad and Tobago,38,6.168000221000001,6.381533891,5.954466552,1.361355901,1.380228519,0.519983292,0.518630743,0.325296462,0.008964816,2.053247452,151,10.691803,-61.222503,Happier Than Average,6.168000221000001,1.380228519,6.168000221000001,0.519983292,6.168000221000001,1.361355901,6.168000221000001,0.008964816,6.168000221000001,0.518630743,6.168000221000001,2.053247452
38,38,Kuwait,39,6.105000018999999,6.1919569889999995,6.018043049,1.6329524519999998,1.259698749,0.632105708,0.49633759299999997,0.22828979800000002,0.21515955,1.640425205,76,29.311659999999996,47.481766,Happier Than Average,6.105000018999999,1.259698749,6.105000018999999,0.632105708,6.105000018999999,1.6329524519999998,6.105000018999999,0.21515955,6.105000018999999,0.49633759299999997,6.105000018999999,1.640425205
39,39,Slovakia,40,6.09800005,6.177348412000001,6.018651687,1.325393558,1.505059242,0.7127329109999999,0.295817465,0.136544481,0.024210852,2.0977766509999998,129,48.669026,19.699023999999998,Happier Than Average,6.09800005,1.505059242,6.09800005,0.7127329109999999,6.09800005,1.325393558,6.09800005,0.024210852,6.09800005,0.295817465,6.09800005,2.0977766509999998
40,40,Bahrain,41,6.086999893,6.178989068,5.995010719,1.488412261,1.323110461,0.653133035,0.5367469189999999,0.17266848699999998,0.25704217,1.656149387,10,26.0667,50.5577,Happier Than Average,6.086999893,1.323110461,6.086999893,0.653133035,6.086999893,1.488412261,6.086999893,0.25704217,6.086999893,0.5367469189999999,6.086999893,1.656149387
41,41,Malaysia,42,6.084000111,6.179979637000001,5.988020585,1.29121542,1.284646034,0.618784428,0.40226498200000005,0.41660893,0.065600708,2.004448891,89,4.210483999999999,101.97576600000001,Happier Than Average,6.084000111,1.284646034,6.084000111,0.618784428,6.084000111,1.29121542,6.084000111,0.065600708,6.084000111,0.40226498200000005,6.084000111,2.004448891
42,42,Nicaragua,43,6.071000099,6.1865836,5.955416597999999,0.737299204,1.28721571,0.653095961,0.447551847,0.30167421699999997,0.13068798199999998,2.513930559,105,12.865416,-85.207229,Happier Than Average,6.071000099,1.28721571,6.071000099,0.653095961,6.071000099,0.737299204,6.071000099,0.13068798199999998,6.071000099,0.447551847,6.071000099,2.513930559
43,43,Ecuador,44,6.007999897,6.105847675,5.910152119,1.0008203979999999,1.286168814,0.6856362220000001,0.45519819899999997,0.150112465,0.140134647,2.290352583,42,-1.8312389999999998,-78.183406,Happier Than Average,6.007999897,1.286168814,6.007999897,0.6856362220000001,6.007999897,1.0008203979999999,6.007999897,0.140134647,6.007999897,0.45519819899999997,6.007999897,2.290352583
44,44,El Salvador,45,6.002999783,6.108635122000001,5.897364443,0.9097844959999999,1.182125092,0.596018553,0.43245253,0.078257985,0.08998096,2.714593887,44,13.794185,-88.89653,Happier Than Average,6.002999783,1.182125092,6.002999783,0.596018553,6.002999783,0.9097844959999999,6.002999783,0.08998096,6.002999783,0.43245253,6.002999783,2.714593887
45,45,Poland,46,5.97300005,6.0539083410000005,5.892091757999999,1.291787863,1.44571197,0.699475348,0.520342112,0.15846596699999999,0.059307806,1.7977228159999998,117,51.919438,19.145135999999997,Happier Than Average,5.97300005,1.44571197,5.97300005,0.699475348,5.97300005,1.291787863,5.97300005,0.059307806,5.97300005,0.520342112,5.97300005,1.7977228159999998
46,46,Uzbekistan,47,5.971000195,6.065537572999999,5.876462816,0.786441088,1.54896915,0.498272628,0.658248663,0.415983647,0.24652822300000002,1.816913605,161,41.377491,64.585262,Happier Than Average,5.971000195,1.54896915,5.971000195,0.498272628,5.971000195,0.786441088,5.971000195,0.24652822300000002,5.971000195,0.658248663,5.971000195,1.816913605
47,47,Italy,48,5.964000225,6.042736906,5.885263544,1.395066619,1.444923282,0.8531443479999999,0.256450713,0.17278964800000002,0.028028091,1.813312054,68,41.87194,12.56738,Happier Than Average,5.964000225,1.444923282,5.964000225,0.8531443479999999,5.964000225,1.395066619,5.964000225,0.028028091,5.964000225,0.256450713,5.964000225,1.813312054
48,48,Russia,49,5.962999821,6.030274907000001,5.895724734,1.2817780970000001,1.469282389,0.547349334,0.37378311200000003,0.052263822,0.032962881,2.205607414,122,61.52401,105.31875600000001,Happier Than Average,5.962999821,1.469282389,5.962999821,0.547349334,5.962999821,1.2817780970000001,5.962999821,0.032962881,5.962999821,0.37378311200000003,5.962999821,2.205607414
49,49,Belize,50,5.9559998510000005,6.197242318,5.714757385,0.9079753159999999,1.081417799,0.450191766,0.547509372,0.240015641,0.09658107199999999,2.631955624,14,17.189877,-88.49765,Happier Than Average,5.9559998510000005,1.081417799,5.9559998510000005,0.450191766,5.9559998510000005,0.9079753159999999,5.9559998510000005,0.09658107199999999,5.9559998510000005,0.547509372,5.9559998510000005,2.631955624
50,50,Japan,51,5.920000076,5.990719445,5.849280707999999,1.4169151780000002,1.436337829,0.9134758709999999,0.505625546,0.12057276800000001,0.163760737,1.363223553,71,36.204824,138.252924,Happier Than Average,5.920000076,1.436337829,5.920000076,0.9134758709999999,5.920000076,1.4169151780000002,5.920000076,0.163760737,5.920000076,0.505625546,5.920000076,1.363223553
51,51,Lithuania,52,5.90199995,5.982669641,5.821330259,1.314582348,1.4735161069999998,0.62894994,0.234231785,0.010164656999999999,0.011865643,2.228440523,84,55.169438,23.881275,Happier Than Average,5.90199995,1.4735161069999998,5.90199995,0.62894994,5.90199995,1.314582348,5.90199995,0.011865643,5.90199995,0.234231785,5.90199995,2.228440523
52,52,Algeria,53,5.872000217,5.978286434,5.765714001,1.091864467,1.146217465,0.6175846460000001,0.233335808,0.069436647,0.14609611,2.5676038269999997,3,28.033886,1.6596259999999998,Happier Than Average,5.872000217,1.146217465,5.872000217,0.6175846460000001,5.872000217,1.091864467,5.872000217,0.14609611,5.872000217,0.233335808,5.872000217,2.5676038269999997
53,53,Latvia,54,5.849999905,5.9202635379999995,5.779736271,1.260748625,1.4047149419999998,0.638566971,0.325707912,0.153074786,0.073842727,1.993655205,79,56.879635,24.603189,Happier Than Average,5.849999905,1.4047149419999998,5.849999905,0.638566971,5.849999905,1.260748625,5.849999905,0.073842727,5.849999905,0.325707912,5.849999905,1.993655205
54,54,South Korea,55,5.837999821,5.922559027999999,5.7534406129999995,1.4016784430000002,1.1282744409999999,0.9002140759999999,0.257921666,0.206674367,0.063282669,1.880378008,135,35.907757000000004,127.766922,Happier Than Average,5.837999821,1.1282744409999999,5.837999821,0.9002140759999999,5.837999821,1.4016784430000002,5.837999821,0.063282669,5.837999821,0.257921666,5.837999821,1.880378008
55,55,Moldova,56,5.837999821,5.908370838,5.767628802999999,0.72887063,1.251825571,0.589465201,0.24072904899999997,0.208779126,0.010091286,2.807808399,95,47.411631,28.369884999999996,Happier Than Average,5.837999821,1.251825571,5.837999821,0.589465201,5.837999821,0.72887063,5.837999821,0.010091286,5.837999821,0.24072904899999997,5.837999821,2.807808399
56,56,Romania,57,5.8249998089999995,5.919694157,5.7303054620000005,1.217683911,1.15009129,0.685158312,0.45700374200000005,0.13351991800000002,0.004387901,2.176831484,121,45.943160999999996,24.96676,Happier Than Average,5.8249998089999995,1.15009129,5.8249998089999995,0.685158312,5.8249998089999995,1.217683911,5.8249998089999995,0.004387901,5.8249998089999995,0.45700374200000005,5.8249998089999995,2.176831484
57,57,Bolivia,58,5.822999954,5.903976902999999,5.742023006,0.8337565659999999,1.227619052,0.47363025,0.558732927,0.225560725,0.060477725999999996,2.443279028,17,-16.290154,-63.588653,Happier Than Average,5.822999954,1.227619052,5.822999954,0.47363025,5.822999954,0.8337565659999999,5.822999954,0.060477725999999996,5.822999954,0.558732927,5.822999954,2.443279028
58,58,Turkmenistan,59,5.8220000270000005,5.885180876000001,5.7588191779999995,1.130776763,1.4931491609999998,0.43772608,0.418271929,0.24992498800000001,0.25927034,1.832909822,154,38.969719,59.556278000000006,Happier Than Average,5.8220000270000005,1.4931491609999998,5.8220000270000005,0.43772608,5.8220000270000005,1.130776763,5.8220000270000005,0.25927034,5.8220000270000005,0.418271929,5.8220000270000005,1.832909822
59,59,Kazakhstan,60,5.818999767,5.903641775,5.73435776,1.28455627,1.384369016,0.606041551,0.43745428299999994,0.201964423,0.11928288599999999,1.784892559,73,48.019573,66.923684,Happier Than Average,5.818999767,1.384369016,5.818999767,0.606041551,5.818999767,1.28455627,5.818999767,0.11928288599999999,5.818999767,0.43745428299999994,5.818999767,1.784892559
60,60,North Cyprus,61,5.809999942999999,5.897366465,5.722633421,1.346911311,1.186303377,0.834647238,0.471203625,0.266845703,0.155353352,1.549157619,108,35.2480359,33.6577243,Happier Than Average,5.809999942999999,1.186303377,5.809999942999999,0.834647238,5.809999942999999,1.346911311,5.809999942999999,0.155353352,5.809999942999999,0.471203625,5.809999942999999,1.549157619
61,61,Slovenia,62,5.757999897,5.84222516,5.673774634,1.341205955,1.452518821,0.790828228,0.572575808,0.242649093,0.04512897900000001,1.3133172990000002,130,46.151241,14.995463,Happier Than Average,5.757999897,1.452518821,5.757999897,0.790828228,5.757999897,1.341205955,5.757999897,0.04512897900000001,5.757999897,0.572575808,5.757999897,1.3133172990000002
62,62,Peru,63,5.715000152999999,5.8119467789999995,5.618053527000001,1.0352252720000001,1.218770385,0.6301661129999999,0.45000287899999997,0.126819715,0.047049087,2.20726943,115,-9.189967,-75.015152,Happier Than Average,5.715000152999999,1.218770385,5.715000152999999,0.6301661129999999,5.715000152999999,1.0352252720000001,5.715000152999999,0.047049087,5.715000152999999,0.45000287899999997,5.715000152999999,2.20726943
63,63,Mauritius,64,5.629000187000001,5.729862192000001,5.528138182,1.189395547,1.20956099,0.638007462,0.49124732600000004,0.360933751,0.042181555,1.697583914,93,-20.348404000000002,57.552152,Happier Than Average,5.629000187000001,1.20956099,5.629000187000001,0.638007462,5.629000187000001,1.189395547,5.629000187000001,0.042181555,5.629000187000001,0.49124732600000004,5.629000187000001,1.697583914
64,64,Cyprus,65,5.620999812999999,5.7146926989999995,5.527306927000001,1.3559380769999998,1.131363273,0.8447147009999999,0.355111539,0.27125430100000003,0.041237976,1.621249199,37,35.126413,33.429859,Happier Than Average,5.620999812999999,1.131363273,5.620999812999999,0.8447147009999999,5.620999812999999,1.3559380769999998,5.620999812999999,0.041237976,5.620999812999999,0.355111539,5.620999812999999,1.621249199
65,65,Estonia,66,5.611000061,5.688139874,5.533860248,1.32087934,1.4766711000000001,0.695168316,0.47913143,0.098890811,0.18324892199999998,1.357508659,45,58.595271999999994,25.0136071,Happier Than Average,5.611000061,1.4766711000000001,5.611000061,0.695168316,5.611000061,1.32087934,5.611000061,0.18324892199999998,5.611000061,0.47913143,5.611000061,1.357508659
66,66,Belarus,67,5.568999767,5.646114244,5.491885291,1.15655756,1.444945216,0.637714267,0.29540026199999997,0.155137509,0.156313822,1.723232985,12,53.709807,27.953389,Happier Than Average,5.568999767,1.444945216,5.568999767,0.637714267,5.568999767,1.15655756,5.568999767,0.156313822,5.568999767,0.29540026199999997,5.568999767,1.723232985
67,67,Libya,68,5.525000095,5.676953807,5.373046383999999,1.101803064,1.35756433,0.52016902,0.46573323,0.152073666,0.09261021,1.8350112440000002,83,26.3351,17.228331,Happier Than Average,5.525000095,1.35756433,5.525000095,0.52016902,5.525000095,1.101803064,5.525000095,0.09261021,5.525000095,0.46573323,5.525000095,1.8350112440000002
68,68,Turkey,69,5.5,5.594864962999999,5.405135037000001,1.1982743740000001,1.337753177,0.637605608,0.30074059999999997,0.046693042000000004,0.09967158,1.879277945,153,38.963745,35.243322,Happier Than Average,5.5,1.337753177,5.5,0.637605608,5.5,1.1982743740000001,5.5,0.09967158,5.5,0.30074059999999997,5.5,1.879277945
69,69,Paraguay,70,5.493000031,5.57738127,5.408618791,0.932537317,1.50728488,0.579250693,0.47350779200000004,0.224150658,0.09106591300000001,1.68533349,114,-23.442503,-58.44383199999999,Happier Than Average,5.493000031,1.50728488,5.493000031,0.579250693,5.493000031,0.932537317,5.493000031,0.09106591300000001,5.493000031,0.47350779200000004,5.493000031,1.68533349
70,70,"Hong Kong S.A.R., China",71,5.472000122000001,5.549594172999999,5.394406071000001,1.551674843,1.2627909179999999,0.943062425,0.490968645,0.374465793,0.29393374899999997,0.554633141,59,22.319303899999998,114.1693611,Happier Than Average,5.472000122000001,1.2627909179999999,5.472000122000001,0.943062425,5.472000122000001,1.551674843,5.472000122000001,0.29393374899999997,5.472000122000001,0.490968645,5.472000122000001,0.554633141
71,71,Philippines,72,5.429999828,5.545335054,5.314664602,0.857699215,1.253917575,0.468009055,0.5852146739999999,0.19351342300000002,0.099331893,1.9726047519999999,116,12.879721,121.77401699999999,Happier Than Average,5.429999828,1.253917575,5.429999828,0.468009055,5.429999828,0.857699215,5.429999828,0.099331893,5.429999828,0.5852146739999999,5.429999828,1.9726047519999999
72,72,Serbia,73,5.394999981000001,5.491569656,5.298430306,1.069317579,1.258189797,0.650784671,0.208715528,0.220125884,0.040903781,1.9470844269999998,126,44.016521000000004,21.005859,Happier Than Average,5.394999981000001,1.258189797,5.394999981000001,0.650784671,5.394999981000001,1.069317579,5.394999981000001,0.040903781,5.394999981000001,0.208715528,5.394999981000001,1.9470844269999998
73,73,Jordan,74,5.335999966,5.448410022000001,5.223589909,0.9910123940000001,1.239088893,0.604590058,0.418421149,0.17217046,0.11980327199999999,1.791176558,72,30.585164000000002,36.238414,Happier Than Average,5.335999966,1.239088893,5.335999966,0.604590058,5.335999966,0.9910123940000001,5.335999966,0.11980327199999999,5.335999966,0.418421149,5.335999966,1.791176558
74,74,Hungary,75,5.323999882,5.403039709,5.244960054,1.286011934,1.343133092,0.687763453,0.175863519,0.078401662,0.036636937,1.716459274,60,47.162494,19.5033041,Happier Than Average,5.323999882,1.343133092,5.323999882,0.687763453,5.323999882,1.286011934,5.323999882,0.036636937,5.323999882,0.175863519,5.323999882,1.716459274
